Date,Open,High,Low,Close,Adj Close,Volume
2018-06-18,10830.2001953125,10830.2001953125,10787.349609375,10799.849609375,10799.849609375,196600
2018-06-19,10789.4501953125,10789.4501953125,10701.2001953125,10710.4501953125,10710.4501953125,224500
2018-06-20,10734.650390625,10781.7998046875,10724.0498046875,10772.0498046875,10772.0498046875,193500
2018-06-21,10808.4501953125,10809.599609375,10725.900390625,10741.099609375,10741.099609375,223600
2018-06-22,10742.7001953125,10837.0,10710.4501953125,10821.849609375,10821.849609375,229800
2018-06-25,10822.900390625,10831.0498046875,10753.0498046875,10762.4501953125,10762.4501953125,229600
2018-06-26,10742.7001953125,10805.25,10732.5498046875,10769.150390625,10769.150390625,220000
2018-06-27,10785.5,10785.5,10652.400390625,10671.400390625,10671.400390625,246000
2018-06-28,10660.7998046875,10674.2001953125,10557.7001953125,10589.099609375,10589.099609375,352300
2018-06-29,10612.849609375,10723.0498046875,10612.349609375,10714.2998046875,10714.2998046875,242800
2018-07-02,10732.349609375,10736.150390625,10604.650390625,10657.2998046875,10657.2998046875,295400
2018-07-03,10668.599609375,10713.2998046875,10630.25,10699.900390625,10699.900390625,202100
2018-07-04,10715.0,10777.150390625,10677.75,10769.900390625,10769.900390625,173900
2018-07-05,10786.0498046875,10786.0498046875,10726.25,10749.75,10749.75,220500
2018-07-06,10744.150390625,10816.349609375,10735.0498046875,10772.650390625,10772.650390625,0
2018-07-09,10838.2998046875,10860.349609375,10807.150390625,10852.900390625,10852.900390625,183600
2018-07-10,10902.75,10956.900390625,10876.650390625,10947.25,10947.25,197000
2018-07-11,10956.400390625,10976.650390625,10923.0,10948.2998046875,10948.2998046875,222300
2018-07-12,11006.9501953125,11078.2998046875,10999.650390625,11023.2001953125,11023.2001953125,248300
2018-07-13,11056.900390625,11071.349609375,10999.75,11018.900390625,11018.900390625,0
2018-07-16,11018.9501953125,11019.5,10926.25,10936.849609375,10936.849609375,210500
2018-07-17,10939.650390625,11018.5,10925.599609375,11008.0498046875,11008.0498046875,210600
2018-07-18,11060.2001953125,11076.2001953125,10956.2998046875,10980.4501953125,10980.4501953125,225500
2018-07-19,10999.5,11006.5,10935.4501953125,10957.099609375,10957.099609375,215400
2018-07-20,10963.5,11030.25,10946.2001953125,11010.2001953125,11010.2001953125,187300
2018-07-23,11019.849609375,11093.400390625,11010.9501953125,11084.75,11084.75,229100
2018-07-24,11109.0,11143.400390625,11092.5,11134.2998046875,11134.2998046875,205800
2018-07-25,11148.400390625,11157.150390625,11113.25,11132.0,11132.0,205900
2018-07-26,11132.9501953125,11185.849609375,11125.7001953125,11167.2998046875,11167.2998046875,365400
2018-07-27,11232.75,11283.400390625,11210.25,11278.349609375,11278.349609375,314600
2018-07-30,11296.650390625,11328.099609375,11261.4501953125,11319.5498046875,11319.5498046875,278800
2018-07-31,11311.0498046875,11366.0,11267.75,11356.5,11356.5,256500
2018-08-01,11359.7998046875,11390.5498046875,11313.5498046875,11346.2001953125,11346.2001953125,269700
2018-08-02,11328.900390625,11328.900390625,11234.9501953125,11244.7001953125,11244.7001953125,210000
2018-08-03,11297.7998046875,11368.0,11294.5498046875,11360.7998046875,11360.7998046875,218300
2018-08-06,11401.5,11427.650390625,11370.599609375,11387.099609375,11387.099609375,203700
2018-08-07,11423.150390625,11428.9501953125,11359.7001953125,11389.4501953125,11389.4501953125,226400
2018-08-08,11412.5,11459.9501953125,11379.2998046875,11450.0,11450.0,210500
2018-08-09,11493.25,11495.2001953125,11454.099609375,11470.7001953125,11470.7001953125,302200
2018-08-10,11474.9501953125,11478.75,11419.650390625,11429.5,11429.5,0
2018-08-13,11369.599609375,11406.2998046875,11340.2998046875,11355.75,11355.75,246900
2018-08-14,11381.7001953125,11452.4501953125,11370.7998046875,11435.099609375,11435.099609375,232600
2018-08-16,11397.150390625,11449.849609375,11366.25,11385.0498046875,11385.0498046875,290600
2018-08-17,11437.150390625,11486.4501953125,11431.7998046875,11470.75,11470.75,234700
2018-08-20,11502.099609375,11565.2998046875,11499.650390625,11551.75,11551.75,232600
2018-08-21,11576.2001953125,11581.75,11539.599609375,11570.900390625,11570.900390625,224200
2018-08-23,11620.7001953125,11620.7001953125,11546.7001953125,11582.75,11582.75,248500
2018-08-24,11566.599609375,11604.599609375,11532.0,11557.099609375,11557.099609375,218800
2018-08-27,11605.849609375,11700.9501953125,11595.599609375,11691.9501953125,11691.9501953125,199500
2018-08-28,11731.9501953125,11760.2001953125,11710.5,11738.5,11738.5,241900
2018-08-29,11744.9501953125,11753.2001953125,11678.849609375,11691.900390625,11691.900390625,251600
2018-08-30,11694.75,11698.7998046875,11639.7001953125,11676.7998046875,11676.7998046875,313800
2018-08-31,11675.849609375,11727.650390625,11640.099609375,11680.5,11680.5,346500
2018-09-03,11751.7998046875,11751.7998046875,11567.400390625,11582.349609375,11582.349609375,234400
2018-09-04,11598.75,11602.5498046875,11496.849609375,11520.2998046875,11520.2998046875,254800
2018-09-05,11514.849609375,11542.650390625,11393.849609375,11476.9501953125,11476.9501953125,246100
2018-09-06,11514.150390625,11562.25,11436.0498046875,11536.900390625,11536.900390625,247900
2018-09-07,11558.25,11603.0,11484.400390625,11589.099609375,11589.099609375,295900
2018-09-10,11570.25,11573.0,11427.2998046875,11438.099609375,11438.099609375,286700
2018-09-11,11476.849609375,11479.400390625,11274.0,11287.5,11287.5,0
2018-09-12,11340.099609375,11380.75,11250.2001953125,11369.900390625,11369.900390625,268200
2018-09-14,11443.5,11523.25,11430.5498046875,11515.2001953125,11515.2001953125,276600
2018-09-17,11464.9501953125,11464.9501953125,11366.900390625,11377.75,11377.75,201400
2018-09-18,11381.5498046875,11411.4501953125,11268.9501953125,11278.900390625,11278.900390625,240900
2018-09-19,11326.650390625,11332.0498046875,11210.900390625,11234.349609375,11234.349609375,250600
2018-09-21,11271.2998046875,11346.7998046875,10866.4501953125,11143.099609375,11143.099609375,719000
2018-09-24,11164.400390625,11170.150390625,10943.599609375,10967.400390625,10967.400390625,0
2018-09-25,10969.9501953125,11080.599609375,10882.849609375,11067.4501953125,11067.4501953125,405000
2018-09-26,11145.5498046875,11145.5498046875,10993.0498046875,11053.7998046875,11053.7998046875,340500
2018-09-27,11079.7998046875,11089.4501953125,10953.349609375,10977.5498046875,10977.5498046875,405700
2018-09-28,11008.099609375,11034.099609375,10850.2998046875,10930.4501953125,10930.4501953125,478100
2018-10-01,10930.900390625,11035.650390625,10821.5498046875,11008.2998046875,11008.2998046875,387000
2018-10-03,10982.7001953125,10989.0498046875,10843.75,10858.25,10858.25,386800
2018-10-04,10754.7001953125,10754.7001953125,10547.25,10599.25,10599.25,425100
2018-10-05,10514.099609375,10540.650390625,10261.900390625,10316.4501953125,10316.4501953125,606400
2018-10-08,10310.150390625,10398.349609375,10198.400390625,10348.0498046875,10348.0498046875,456200
2018-10-09,10390.2998046875,10397.599609375,10279.349609375,10301.0498046875,10301.0498046875,430500
2018-10-10,10331.849609375,10482.349609375,10318.25,10460.099609375,10460.099609375,0
2018-10-11,10169.7998046875,10335.9501953125,10138.599609375,10234.650390625,10234.650390625,483500
2018-10-12,10331.5498046875,10492.4501953125,10322.150390625,10472.5,10472.5,343500
2018-10-15,10524.2001953125,10526.2998046875,10410.150390625,10512.5,10512.5,259500
2018-10-16,10550.150390625,10604.900390625,10525.2998046875,10584.75,10584.75,265200
2018-10-17,10688.7001953125,10710.150390625,10436.4501953125,10453.0498046875,10453.0498046875,284800
2018-10-19,10339.7001953125,10380.099609375,10249.599609375,10303.5498046875,10303.5498046875,357500
2018-10-22,10405.849609375,10408.5498046875,10224.0,10245.25,10245.25,297300
2018-10-23,10152.599609375,10222.099609375,10102.349609375,10146.7998046875,10146.7998046875,302600
2018-10-24,10278.150390625,10290.650390625,10126.7001953125,10224.75,10224.75,351400
2018-10-25,10135.0498046875,10166.599609375,10079.2998046875,10124.900390625,10124.900390625,0
2018-10-26,10122.349609375,10128.849609375,10004.5498046875,10030.0,10030.0,364300
2018-10-29,10078.099609375,10275.2998046875,10020.349609375,10250.849609375,10250.849609375,364400
2018-10-30,10239.400390625,10285.099609375,10175.349609375,10198.400390625,10198.400390625,289800
2018-10-31,10209.5498046875,10396.0,10105.099609375,10386.599609375,10386.599609375,375000
2018-11-01,10441.7001953125,10441.900390625,10341.900390625,10380.4501953125,10380.4501953125,348500
2018-11-02,10462.2998046875,10606.9501953125,10457.7001953125,10553.0,10553.0,421200
2018-11-05,10558.75,10558.7998046875,10477.0,10524.0,10524.0,301900
2018-11-06,10552.0,10600.25,10491.4501953125,10530.0,10530.0,0
2018-11-07,10614.4501953125,10616.4501953125,10582.2998046875,10598.400390625,10598.400390625,31200
2018-11-09,10614.7001953125,10619.5498046875,10544.849609375,10585.2001953125,10585.2001953125,296600
2018-11-12,10607.7998046875,10645.5,10464.0498046875,10482.2001953125,10482.2001953125,259700
2018-11-13,10451.900390625,10596.25,10440.5498046875,10582.5,10582.5,254600
2018-11-14,10634.900390625,10651.599609375,10532.7001953125,10576.2998046875,10576.2998046875,384500
2018-11-15,10580.599609375,10646.5,10557.5,10616.7001953125,10616.7001953125,0
2018-11-16,10644.0,10695.150390625,10631.150390625,10682.2001953125,10682.2001953125,342800
2018-11-19,10731.25,10774.7001953125,10688.7998046875,10763.400390625,10763.400390625,272100
2018-11-20,10740.099609375,10740.849609375,10640.849609375,10656.2001953125,10656.2001953125,295200
2018-11-21,10670.9501953125,10671.2998046875,10562.349609375,10600.0498046875,10600.0498046875,300900
2018-11-22,10612.650390625,10646.25,10512.0,10526.75,10526.75,239500
2018-11-26,10568.2998046875,10637.7998046875,10489.75,10628.599609375,10628.599609375,0
2018-11-27,10621.4501953125,10695.150390625,10596.349609375,10685.599609375,10685.599609375,0
2018-11-28,10708.75,10757.7998046875,10699.849609375,10728.849609375,10728.849609375,424500
2018-11-29,10808.7001953125,10883.0498046875,10782.349609375,10858.7001953125,10858.7001953125,691300
2018-11-30,10892.099609375,10922.4501953125,10835.099609375,10876.75,10876.75,453900
2018-12-03,10930.7001953125,10941.2001953125,10845.349609375,10883.75,10883.75,409700
2018-12-04,10877.099609375,10890.9501953125,10833.349609375,10869.5,10869.5,322100
2018-12-05,10820.4501953125,10821.0498046875,10747.9501953125,10782.900390625,10782.900390625,312300
2018-12-06,10718.150390625,10722.650390625,10588.25,10601.150390625,10601.150390625,318500
2018-12-07,10644.7998046875,10704.5498046875,10599.349609375,10693.7001953125,10693.7001953125,325800
2018-12-10,10508.7001953125,10558.849609375,10474.9501953125,10488.4501953125,10488.4501953125,381300
2018-12-11,10350.0498046875,10567.150390625,10333.849609375,10549.150390625,10549.150390625,425500
2018-12-12,10591.0,10752.2001953125,10560.7998046875,10737.599609375,10737.599609375,360500
2018-12-13,10810.75,10838.599609375,10749.5,10791.5498046875,10791.5498046875,376200
2018-12-14,10784.5,10815.75,10752.099609375,10805.4501953125,10805.4501953125,340100
2018-12-17,10853.2001953125,10900.349609375,10844.849609375,10888.349609375,10888.349609375,296900
2018-12-18,10850.900390625,10915.400390625,10819.099609375,10908.7001953125,10908.7001953125,286100
2018-12-19,10930.5498046875,10985.150390625,10928.0,10967.2998046875,10967.2998046875,312100
2018-12-20,10885.2001953125,10962.5498046875,10880.0498046875,10951.7001953125,10951.7001953125,318900
2018-12-21,10944.25,10963.650390625,10738.650390625,10754.0,10754.0,377500
2018-12-24,10780.900390625,10782.2998046875,10649.25,10663.5,10663.5,223400
2018-12-26,10635.4501953125,10747.5,10534.5498046875,10729.849609375,10729.849609375,263700
2018-12-27,10817.900390625,10834.2001953125,10764.4501953125,10779.7998046875,10779.7998046875,456100
2018-12-28,10820.9501953125,10893.599609375,10817.150390625,10859.900390625,10859.900390625,245500
2018-12-31,10913.2001953125,10923.5498046875,10853.2001953125,10862.5498046875,10862.5498046875,180900
2019-01-02,10868.849609375,10895.349609375,10735.0498046875,10792.5,10792.5,309700
2019-01-03,10796.7998046875,10814.0498046875,10661.25,10672.25,10672.25,286200
2019-01-04,10699.7001953125,10741.0498046875,10628.650390625,10727.349609375,10727.349609375,296600
2019-01-07,10804.849609375,10835.9501953125,10750.150390625,10771.7998046875,10771.7998046875,269400
2019-01-08,10786.25,10818.4501953125,10733.25,10802.150390625,10802.150390625,277700
2019-01-09,10862.400390625,10870.400390625,10749.400390625,10855.150390625,10855.150390625,333000
2019-01-10,10859.349609375,10859.349609375,10801.7998046875,10821.599609375,10821.599609375,254400
2019-01-11,10834.75,10850.150390625,10739.400390625,10794.9501953125,10794.9501953125,260800
2019-01-14,10807.0,10808.0,10692.349609375,10737.599609375,10737.599609375,298800
2019-01-15,10777.5498046875,10896.9501953125,10777.5498046875,10886.7998046875,10886.7998046875,310700
2019-01-16,10899.650390625,10928.150390625,10876.900390625,10890.2998046875,10890.2998046875,276500
2019-01-17,10920.849609375,10930.650390625,10844.650390625,10905.2001953125,10905.2001953125,271700
2019-01-18,10914.849609375,10928.2001953125,10852.2001953125,10906.9501953125,10906.9501953125,323800
2019-01-21,10919.349609375,10987.4501953125,10885.75,10961.849609375,10961.849609375,288800
2019-01-22,10949.7998046875,10949.7998046875,10864.150390625,10922.75,10922.75,300800
2019-01-23,10931.0498046875,10944.7998046875,10811.9501953125,10831.5,10831.5,298900
2019-01-24,10844.0498046875,10866.599609375,10798.650390625,10849.7998046875,10849.7998046875,361100
2019-01-25,10859.75,10931.7001953125,10756.4501953125,10780.5498046875,10780.5498046875,463400
2019-01-28,10792.4501953125,10804.4501953125,10630.9501953125,10661.5498046875,10661.5498046875,419700
2019-01-29,10653.7001953125,10690.349609375,10583.650390625,10652.2001953125,10652.2001953125,356900
2019-01-30,10702.25,10710.2001953125,10612.849609375,10651.7998046875,10651.7998046875,410100
2019-01-31,10690.5498046875,10838.0498046875,10678.5498046875,10830.9501953125,10830.9501953125,604800
2019-02-01,10851.349609375,10983.4501953125,10813.4501953125,10893.650390625,10893.650390625,482300
2019-02-04,10876.75,10927.900390625,10814.150390625,10912.25,10912.25,318300
2019-02-05,10908.650390625,10956.7001953125,10886.7001953125,10934.349609375,10934.349609375,268100
2019-02-06,10965.099609375,11072.599609375,10962.7001953125,11062.4501953125,11062.4501953125,298500
2019-02-07,11070.4501953125,11118.099609375,11043.599609375,11069.400390625,11069.400390625,263500
2019-02-08,11023.5,11041.2001953125,10925.4501953125,10943.599609375,10943.599609375,352800
2019-02-11,10930.900390625,10930.900390625,10857.099609375,10888.7998046875,10888.7998046875,286000
2019-02-12,10879.7001953125,10910.900390625,10823.7998046875,10831.400390625,10831.400390625,292300
2019-02-14,10786.099609375,10792.7001953125,10718.75,10746.0498046875,10746.0498046875,627000
2019-02-15,10780.25,10785.75,10620.400390625,10724.400390625,10724.400390625,521900
2019-02-18,10738.650390625,10759.900390625,10628.400390625,10640.9501953125,10640.9501953125,345400
2019-02-19,10636.7001953125,10722.849609375,10585.650390625,10604.349609375,10604.349609375,291500
2019-02-20,10655.4501953125,10752.7001953125,10646.400390625,10735.4501953125,10735.4501953125,289200
2019-02-21,10744.099609375,10808.849609375,10721.5,10789.849609375,10789.849609375,279600
2019-02-22,10782.7001953125,10801.5498046875,10758.400390625,10791.650390625,10791.650390625,396800
2019-02-25,10813.25,10887.099609375,10788.0498046875,10880.099609375,10880.099609375,385900
2019-02-26,10775.2998046875,10888.75,10729.2998046875,10835.2998046875,10835.2998046875,415000
2019-02-27,10881.2001953125,10939.7001953125,10751.2001953125,10806.650390625,10806.650390625,381100
2019-02-28,10865.7001953125,10865.7001953125,10784.849609375,10792.5,10792.5,644200
2019-03-01,10842.650390625,10877.900390625,10823.099609375,10863.5,10863.5,308500
2019-03-05,10864.849609375,10994.900390625,10817.0,10987.4501953125,10987.4501953125,373200
2019-03-06,11024.849609375,11062.2998046875,10998.849609375,11053.0,11053.0,372600
2019-03-07,11077.9501953125,11089.0498046875,11027.099609375,11058.2001953125,11058.2001953125,321200
2019-03-08,11038.849609375,11049.0,11008.9501953125,11035.400390625,11035.400390625,326600
2019-03-11,11068.75,11180.900390625,11059.849609375,11168.0498046875,11168.0498046875,352200
2019-03-12,11231.349609375,11320.400390625,11227.0,11301.2001953125,11301.2001953125,391300
2019-03-13,11326.2001953125,11352.2998046875,11276.599609375,11341.7001953125,11341.7001953125,383000
2019-03-14,11382.5,11383.4501953125,11313.75,11343.25,11343.25,294500
2019-03-15,11376.849609375,11487.0,11370.7998046875,11426.849609375,11426.849609375,463700
